"Tree","Transition","Observed","CI_Lower","CI_Upper","Significance"
"Tree_90","wastewater_to_clinics",300,327,365,"Below 95% CI"
"Tree_90","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_90","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_90","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_90","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_90","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_90","clinics_to_wastewater",299,327,364.025,"Below 95% CI"
"Tree_90","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_90","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_90","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_90","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_90","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_90","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_90","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_91","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_91","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_91","wastewater_to_clinics",300,328,363,"Below 95% CI"
"Tree_91","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_91","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_91","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_91","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_91","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_91","clinics_to_wastewater",299,328,363,"Below 95% CI"
"Tree_91","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_91","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_91","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_91","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_91","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_91","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_91","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_92","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_92","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_92","wastewater_to_clinics",299,325.975,362.025,"Below 95% CI"
"Tree_92","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_92","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_92","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_92","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_92","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_92","clinics_to_wastewater",298,325,363,"Below 95% CI"
"Tree_92","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_92","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_92","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_92","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_92","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_92","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_92","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_93","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_93","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_93","wastewater_to_clinics",291,327,364,"Below 95% CI"
"Tree_93","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_93","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_93","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_93","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_93","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_93","clinics_to_wastewater",289,327,363,"Below 95% CI"
"Tree_93","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_93","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_93","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_93","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_93","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_93","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_93","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_94","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_94","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_94","wastewater_to_clinics",321,327,364,"Below 95% CI"
"Tree_94","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_94","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_94","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_94","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_94","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_94","clinics_to_wastewater",320,327,364,"Below 95% CI"
"Tree_94","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_94","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_94","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_94","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_94","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_94","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_94","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_95","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_95","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_95","wastewater_to_clinics",306,328,365,"Below 95% CI"
"Tree_95","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_95","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_95","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_95","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_95","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_95","clinics_to_wastewater",305,327,364,"Below 95% CI"
"Tree_95","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_95","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_95","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_95","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_95","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_95","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_95","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_96","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_96","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_96","wastewater_to_clinics",311,328,363.025,"Below 95% CI"
"Tree_96","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_96","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_96","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_96","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_96","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_96","clinics_to_wastewater",310,327,364,"Below 95% CI"
"Tree_96","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_96","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_96","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_96","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_96","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_96","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_96","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_97","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_97","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_97","wastewater_to_clinics",307,325,364,"Below 95% CI"
"Tree_97","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_97","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_97","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_97","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_97","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_97","clinics_to_wastewater",306,325,364,"Below 95% CI"
"Tree_97","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_97","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_97","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_97","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_97","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_97","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_97","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_98","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_98","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_98","wastewater_to_clinics",311,327,364,"Below 95% CI"
"Tree_98","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_98","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_98","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_98","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_98","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_98","clinics_to_wastewater",310,327,363.025,"Below 95% CI"
"Tree_98","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_98","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_98","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_98","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_98","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_98","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_98","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_99","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_99","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_99","wastewater_to_clinics",302,326,362.025,"Below 95% CI"
"Tree_99","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_99","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_99","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_99","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_99","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_99","clinics_to_wastewater",301,325,362,"Below 95% CI"
"Tree_99","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_99","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_99","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_99","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_99","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_99","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_99","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_100","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_100","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_100","wastewater_to_clinics",297,326,363,"Below 95% CI"
"Tree_100","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_100","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_100","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_100","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_100","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_100","clinics_to_wastewater",296,326,363,"Below 95% CI"
"Tree_100","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_100","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_100","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_100","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_100","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_100","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_100","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_101","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_101","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_101","wastewater_to_clinics",310,326,363,"Below 95% CI"
"Tree_101","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_101","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_101","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_101","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_101","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_101","clinics_to_wastewater",309,327,363,"Below 95% CI"
"Tree_101","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_101","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_101","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_101","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_101","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_101","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_101","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_102","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_102","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_102","wastewater_to_clinics",295,327,363,"Below 95% CI"
"Tree_102","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_102","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_102","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_102","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_102","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_102","clinics_to_wastewater",294,327,363,"Below 95% CI"
"Tree_102","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_102","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_102","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_102","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_102","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_102","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_102","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_103","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_103","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_103","wastewater_to_clinics",301,325,363,"Below 95% CI"
"Tree_103","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_103","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_103","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_103","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_103","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_103","clinics_to_wastewater",300,325,363,"Below 95% CI"
"Tree_103","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_103","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_103","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_103","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_103","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_103","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_103","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_104","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_104","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_104","wastewater_to_clinics",300,326,363.025,"Below 95% CI"
"Tree_104","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_104","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_104","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_104","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_104","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_104","clinics_to_wastewater",299,327,364,"Below 95% CI"
"Tree_104","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_104","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_104","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_104","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_104","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_104","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_104","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_105","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_105","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_105","wastewater_to_clinics",309,327,362,"Below 95% CI"
"Tree_105","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_105","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_105","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_105","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_105","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_105","clinics_to_wastewater",308,327,363,"Below 95% CI"
"Tree_105","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_105","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_105","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_105","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_105","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_105","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_105","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_106","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_106","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_106","wastewater_to_clinics",314,327.975,363,"Below 95% CI"
"Tree_106","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_106","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_106","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_106","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_106","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_106","clinics_to_wastewater",313,328,363.025,"Below 95% CI"
"Tree_106","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_106","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_106","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_106","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_106","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_106","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_106","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_107","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_107","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_107","wastewater_to_clinics",301,327,364,"Below 95% CI"
"Tree_107","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_107","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_107","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_107","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_107","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_107","clinics_to_wastewater",300,327,365,"Below 95% CI"
"Tree_107","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_107","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_107","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_107","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_107","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_107","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_107","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_108","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_108","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_108","wastewater_to_clinics",294,328,364,"Below 95% CI"
"Tree_108","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_108","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_108","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_108","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_108","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_108","clinics_to_wastewater",293,328,363.025,"Below 95% CI"
"Tree_108","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_108","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_108","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_108","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_108","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_108","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_108","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_109","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_109","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_109","wastewater_to_clinics",296,327.975,363,"Below 95% CI"
"Tree_109","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_109","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_109","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_109","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_109","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_109","clinics_to_wastewater",295,328,363,"Below 95% CI"
"Tree_109","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_109","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_109","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_109","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_109","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_109","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_109","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_110","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_110","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_110","wastewater_to_clinics",305,325,363,"Below 95% CI"
"Tree_110","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_110","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_110","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_110","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_110","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_110","clinics_to_wastewater",304,325.975,363,"Below 95% CI"
"Tree_110","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_110","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_110","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_110","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_110","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_110","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_110","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_111","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_111","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_111","wastewater_to_clinics",304,328,363,"Below 95% CI"
"Tree_111","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_111","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_111","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_111","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_111","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_111","clinics_to_wastewater",303,327,364,"Below 95% CI"
"Tree_111","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_111","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_111","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_111","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_111","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_111","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_111","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_112","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_112","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_112","wastewater_to_clinics",293,327,365,"Below 95% CI"
"Tree_112","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_112","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_112","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_112","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_112","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_112","clinics_to_wastewater",292,328,365,"Below 95% CI"
"Tree_112","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_112","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_112","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_112","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_112","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_112","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_112","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_113","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_113","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_113","wastewater_to_clinics",307,329,363.025,"Below 95% CI"
"Tree_113","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_113","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_113","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_113","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_113","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_113","clinics_to_wastewater",306,329,363,"Below 95% CI"
"Tree_113","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_113","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_113","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_113","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_113","livestock_to_wildlife",0,0,0,"Within 95% CI"
