"Tree","Transition","Observed","CI_Lower","CI_Upper","Significance"
"Tree_535","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_535","wastewater_to_clinics",289,327.975,363,"Below 95% CI"
"Tree_535","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_535","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_535","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_535","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_535","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_535","clinics_to_wastewater",288,328,363,"Below 95% CI"
"Tree_535","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_535","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_535","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_535","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_535","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_535","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_535","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_536","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_536","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_536","wastewater_to_clinics",306,328,364,"Below 95% CI"
"Tree_536","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_536","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_536","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_536","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_536","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_536","clinics_to_wastewater",305,327.975,364,"Below 95% CI"
"Tree_536","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_536","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_536","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_536","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_536","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_536","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_536","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_537","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_537","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_537","wastewater_to_clinics",304,327,362.025,"Below 95% CI"
"Tree_537","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_537","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_537","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_537","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_537","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_537","clinics_to_wastewater",303,327,363,"Below 95% CI"
"Tree_537","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_537","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_537","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_537","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_537","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_537","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_537","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_538","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_538","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_538","wastewater_to_clinics",309,327,362,"Below 95% CI"
"Tree_538","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_538","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_538","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_538","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_538","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_538","clinics_to_wastewater",307,327,362,"Below 95% CI"
"Tree_538","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_538","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_538","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_538","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_538","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_538","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_538","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_539","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_539","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_539","wastewater_to_clinics",306,328,364,"Below 95% CI"
"Tree_539","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_539","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_539","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_539","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_539","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_539","clinics_to_wastewater",305,328,365,"Below 95% CI"
"Tree_539","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_539","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_539","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_539","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_539","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_539","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_539","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_540","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_540","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_540","wastewater_to_clinics",307,326,364,"Below 95% CI"
"Tree_540","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_540","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_540","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_540","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_540","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_540","clinics_to_wastewater",306,326,364,"Below 95% CI"
"Tree_540","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_540","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_540","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_540","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_540","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_540","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_540","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_541","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_541","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_541","wastewater_to_clinics",304,326,362,"Below 95% CI"
"Tree_541","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_541","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_541","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_541","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_541","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_541","clinics_to_wastewater",303,326,362.025,"Below 95% CI"
"Tree_541","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_541","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_541","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_541","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_541","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_541","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_541","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_542","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_542","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_542","wastewater_to_clinics",301,328,363,"Below 95% CI"
"Tree_542","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_542","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_542","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_542","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_542","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_542","clinics_to_wastewater",300,328,364,"Below 95% CI"
"Tree_542","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_542","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_542","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_542","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_542","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_542","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_542","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_543","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_543","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_543","wastewater_to_clinics",300,326,364,"Below 95% CI"
"Tree_543","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_543","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_543","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_543","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_543","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_543","clinics_to_wastewater",299,326,364.025,"Below 95% CI"
"Tree_543","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_543","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_543","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_543","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_543","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_543","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_543","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_544","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_544","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_544","wastewater_to_clinics",300,325,362,"Below 95% CI"
"Tree_544","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_544","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_544","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_544","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_544","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_544","clinics_to_wastewater",298,325,361,"Below 95% CI"
"Tree_544","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_544","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_544","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_544","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_544","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_544","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_544","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_545","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_545","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_545","wastewater_to_clinics",311,327,364.025,"Below 95% CI"
"Tree_545","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_545","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_545","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_545","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_545","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_545","clinics_to_wastewater",310,327,364.025,"Below 95% CI"
"Tree_545","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_545","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_545","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_545","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_545","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_545","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_545","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_546","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_546","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_546","wastewater_to_clinics",311,326,364,"Below 95% CI"
"Tree_546","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_546","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_546","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_546","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_546","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_546","clinics_to_wastewater",310,326.975,364.025,"Below 95% CI"
"Tree_546","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_546","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_546","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_546","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_546","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_546","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_546","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_547","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_547","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_547","wastewater_to_clinics",307,328,364,"Below 95% CI"
"Tree_547","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_547","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_547","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_547","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_547","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_547","clinics_to_wastewater",306,328,365,"Below 95% CI"
"Tree_547","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_547","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_547","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_547","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_547","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_547","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_547","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_548","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_548","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_548","wastewater_to_clinics",302,328,366,"Below 95% CI"
"Tree_548","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_548","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_548","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_548","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_548","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_548","clinics_to_wastewater",301,328,365,"Below 95% CI"
"Tree_548","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_548","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_548","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_548","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_548","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_548","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_548","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_549","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_549","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_549","wastewater_to_clinics",311,328,364,"Below 95% CI"
"Tree_549","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_549","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_549","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_549","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_549","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_549","clinics_to_wastewater",309,327.975,364,"Below 95% CI"
"Tree_549","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_549","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_549","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_549","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_549","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_549","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_549","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_550","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_550","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_550","wastewater_to_clinics",303,328,363,"Below 95% CI"
"Tree_550","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_550","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_550","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_550","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_550","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_550","clinics_to_wastewater",301,328,362,"Below 95% CI"
"Tree_550","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_550","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_550","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_550","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_550","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_550","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_550","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_551","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_551","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_551","wastewater_to_clinics",306,329,365,"Below 95% CI"
"Tree_551","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_551","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_551","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_551","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_551","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_551","clinics_to_wastewater",305,328,364,"Below 95% CI"
"Tree_551","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_551","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_551","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_551","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_551","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_551","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_551","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_552","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_552","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_552","wastewater_to_clinics",296,327,362,"Below 95% CI"
"Tree_552","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_552","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_552","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_552","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_552","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_552","clinics_to_wastewater",295,328,361,"Below 95% CI"
"Tree_552","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_552","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_552","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_552","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_552","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_552","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_552","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_553","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_553","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_553","wastewater_to_clinics",315,327,362.025,"Below 95% CI"
"Tree_553","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_553","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_553","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_553","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_553","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_553","clinics_to_wastewater",313,326.975,363,"Below 95% CI"
"Tree_553","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_553","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_553","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_553","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_553","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_553","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_553","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_554","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_554","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_554","wastewater_to_clinics",294,328,364,"Below 95% CI"
"Tree_554","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_554","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_554","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_554","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_554","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_554","clinics_to_wastewater",293,329,365,"Below 95% CI"
"Tree_554","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_554","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_554","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_554","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_554","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_554","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_554","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_555","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_555","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_555","wastewater_to_clinics",293,327,363,"Below 95% CI"
"Tree_555","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_555","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_555","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_555","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_555","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_555","clinics_to_wastewater",292,327,363,"Below 95% CI"
"Tree_555","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_555","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_555","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_555","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_555","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_555","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_555","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_556","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_556","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_556","wastewater_to_clinics",304,327,364,"Below 95% CI"
"Tree_556","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_556","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_556","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_556","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_556","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_556","clinics_to_wastewater",303,327,364,"Below 95% CI"
"Tree_556","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_556","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_556","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_556","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_556","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_556","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_556","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_557","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_557","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_557","wastewater_to_clinics",299,326,363,"Below 95% CI"
"Tree_557","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_557","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_557","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_557","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_557","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_557","clinics_to_wastewater",298,326,363,"Below 95% CI"
"Tree_557","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_557","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_557","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_557","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_557","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_557","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_557","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_558","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_558","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_558","wastewater_to_clinics",309,327,362,"Below 95% CI"
"Tree_558","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_558","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_558","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_558","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_558","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_558","clinics_to_wastewater",308,327,363,"Below 95% CI"
"Tree_558","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_558","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_558","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_558","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_558","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_558","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_558","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_559","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_559","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_559","wastewater_to_clinics",312,327,363,"Below 95% CI"
"Tree_559","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_559","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_559","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_559","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_559","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_559","clinics_to_wastewater",311,327,363,"Below 95% CI"
"Tree_559","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_559","wastewater_to_wastewater",0,0,0,"Within 95% CI"
"Tree_559","wildlife_to_wastewater",0,0,0,"Within 95% CI"
"Tree_559","clinics_to_wildlife",0,0,0,"Within 95% CI"
"Tree_559","livestock_to_wildlife",0,0,0,"Within 95% CI"
"Tree_559","wastewater_to_wildlife",0,0,0,"Within 95% CI"
"Tree_559","wildlife_to_wildlife",0,0,0,"Within 95% CI"
"Tree_560","clinics_to_clinics",0,0,0,"Within 95% CI"
"Tree_560","livestock_to_clinics",0,0,0,"Within 95% CI"
"Tree_560","wastewater_to_clinics",308,326.975,364,"Below 95% CI"
"Tree_560","wildlife_to_clinics",0,0,0,"Within 95% CI"
"Tree_560","clinics_to_livestock",0,0,0,"Within 95% CI"
"Tree_560","livestock_to_livestock",0,0,0,"Within 95% CI"
"Tree_560","wastewater_to_livestock",0,0,0,"Within 95% CI"
"Tree_560","wildlife_to_livestock",0,0,0,"Within 95% CI"
"Tree_560","clinics_to_wastewater",307,326,364.025,"Below 95% CI"
"Tree_560","livestock_to_wastewater",0,0,0,"Within 95% CI"
"Tree_560","wastewater_to_wastewater",0,0,0,"Within 95% CI"
